1,342342.7040,477455.4060,1.3680,BM
2,342269.9990,477409.3690,1.2230,QW
3,342420.7710,477497.6510,1.4010,QW
4,342443.8830,477509.7100,1.2650,QW
5,342268.5480,477413.6840,1.4440,BM
6,342144.1420,477533.0600,1.2800,BM
7,342445.9700,477506.9810,0.8810,QW
8,342449.0820,477508.7120,0.8470,QW
9,342447.3190,477511.7810,0.8890,QW
10,342448.7300,477512.5080,0.9140,QW
11,342446.1940,477517.4380,0.8130,QW
12,342444.5450,477516.6890,0.8330,QW
13,342444.3140,477517.0400,0.8470,QW
14,342441.3490,477515.4370,0.8480,QW
100,342442.7890,477512.9790,1.1470,QW
101,342442.2260,477512.6750,1.1640,QW
102,342442.4440,477512.1960,1.3360,QW
103,342441.5180,477514.1250,-0.2160,QW
104,342444.9740,477508.1780,-0.1570,QW
105,342422.4270,477496.9690,-0.0360,QW
106,342415.9800,477497.7880,1.4160,QW
107,342413.2690,477496.2970,1.4190,QW
108,342414.9130,477498.7240,0.0000,QW
109,342410.1600,477495.6970,0.4070,QW
110,342412.8170,477493.4290,1.4520,QW
111,342407.0590,477493.7460,0.6510,GS
112,342408.5790,477495.4530,0.4660,GS
113,342410.4810,477497.1470,0.0790,GS
114,342412.7950,477498.9040,-0.1020,GS
115,342414.8170,477500.6800,-0.4400,GS
116,342415.6530,477501.3820,-0.6330,GS
117,342416.3790,477501.8670,-0.9060,GS
118,342417.1730,477502.5600,-1.0140,GS
119,342397.6190,477502.9630,1.0820,GS
120,342399.4700,477504.5520,0.8070,GS
121,342401.5710,477506.1420,0.3980,GS
122,342404.0090,477508.3380,0.1280,GS
123,342406.2060,477509.8260,-0.3060,GS
124,342407.7050,477510.9600,-0.6190,GS
125,342409.5490,477512.1960,-0.9260,GS
126,342397.5060,477526.4030,-0.8760,GS
127,342395.1100,477524.3340,-0.3690,GS
128,342393.6820,477522.8810,-0.1480,GS
129,342392.1410,477521.1180,0.1010,GS
130,342390.5300,477519.5630,0.3940,GS
131,342388.9520,477518.0930,0.7440,GS
132,342387.3090,477516.5080,1.0700,GS
133,342386.1490,477515.8300,1.2720,GS
134,342387.3280,477517.3890,1.0850,QW
135,342384.5230,477521.7540,1.0740,QW
136,342388.1730,477523.0680,1.1600,QW
137,342389.9300,477524.4170,1.0950,QW
138,342401.1570,477539.2620,1.0120,QW
139,342400.3300,477541.5070,0.9950,QW
140,342401.2160,477543.7390,1.0500,QW
141,342407.5910,477541.4550,1.0070,QW
142,342406.4960,477538.9850,1.0930,QW
143,342402.9240,477537.9300,1.0930,QW
144,342392.9160,477524.9210,1.0380,QW
145,342381.3550,477522.9680,-1.1690,gs
146,342355.2900,477536.0670,0.9360,GS
147,342357.2620,477535.9580,0.6770,GS
148,342359.4470,477536.0740,0.3450,GS
149,342362.0550,477535.6640,0.0200,GS
150,342364.7920,477535.4800,-0.2640,GS
151,342367.7990,477535.3120,-0.5230,GS
152,342369.9920,477534.3950,-0.5890,GS
153,342372.0450,477533.7560,-0.8200,GS
154,342374.0070,477542.3930,-0.4700,GS
155,342368.5970,477543.9730,-0.1810,GS
156,342365.9960,477544.6230,0.0510,GS
157,342363.2360,477546.1330,0.2840,GS
158,342360.2040,477547.1490,0.6270,GS
159,342357.7430,477547.9130,0.8210,GS
160,342390.3320,477541.6680,1.4040,QW
161,342390.7250,477542.9490,1.4200,QW
162,342354.6660,477550.7820,1.5540,QW
163,342354.6300,477549.2000,1.5680,QW
164,342329.3570,477555.7040,1.5990,QW
165,342328.8860,477554.2180,1.5650,QW
166,342323.4590,477554.5670,0.7020,GS
167,342279.7960,477562.9330,1.5520,QW
168,342280.0740,477564.3640,1.5470,QW
169,342262.6500,477566.4410,1.6060,QW
170,342262.3320,477565.0010,1.5830,QW
171,342261.9080,477564.5080,0.1060,GS
172,342226.4350,477568.6170,1.5680,QW
173,342226.3600,477567.1210,1.5870,QW
174,342195.5970,477568.5470,1.6510,QW
175,342195.3510,477567.1010,1.5920,QW
176,342195.8460,477566.3890,0.4400,GS
177,342173.4480,477561.7570,0.8110,GS
179,342172.7840,477568.4500,1.6650,QW
180,342173.1260,477566.9080,1.6830,QW
181,342144.5740,477568.2290,1.6960,QW
182,342143.8770,477566.8190,1.7590,QW
183,342128.5130,477566.7790,1.6820,QW
184,342128.7000,477568.3000,1.5710,QW
185,342098.6090,477568.2600,1.6480,QW
186,342098.2550,477566.8550,1.6600,QW
187,342057.6150,477567.4120,1.7860,QW
188,342057.6680,477568.6990,1.8390,QW
189,342050.5190,477567.3890,1.8180,QW
190,342050.7750,477568.9130,1.7890,QW
191,342017.4390,477568.0680,1.8170,QW
192,342017.6040,477569.7090,1.8370,QW
193,342016.8430,477567.7690,1.2030,GS
194,342005.0250,477569.1500,1.7900,QW
195,342004.8180,477570.1670,1.7400,QW
196,342002.8010,477570.1270,1.7590,QW
197,342002.1100,477569.9470,1.7950,QW
198,342001.5630,477569.4890,1.8020,QW
199,342002.2930,477568.2480,1.8200,QW
200,342002.7250,477567.3400,2.0090,BW
201,342001.7000,477567.8870,1.8840,BW
202,342001.3120,477564.5430,1.8800,BW
203,342002.3930,477564.1010,2.1490,BW
204,342001.6730,477561.2910,1.9250,BW
205,342002.4240,477561.0970,2.3230,BW
206,342000.1710,477559.3940,0.1680,BW
207,342001.2530,477558.8530,1.9440,QW
208,342002.0290,477558.8590,2.0180,QW
209,342001.5510,477537.7400,1.7220,QW
210,342002.6800,477537.2450,1.7870,QW
211,342002.3990,477520.8870,1.8640,QW
212,342002.5950,477515.5790,1.8970,QW
213,342002.9300,477509.6260,1.8560,QW
214,342003.0790,477504.1510,1.7460,QW
215,342003.2110,477499.6750,1.7300,QW
216,342004.1841,477501.4968,1.7230,QW
217,342004.3930,477496.5330,1.9620,QW
218,342003.7480,477496.1810,1.9970,QW
219,342002.2210,477496.4160,0.9440,BW
220,342001.0160,477496.9100,-0.1110,BW
221,342009.7040,477484.3590,1.9020,BW
222,342008.8240,477483.2300,1.7840,BW
223,342008.2350,477482.5420,0.9750,BW
224,342010.7990,477483.2530,1.7520,QW
225,342010.1890,477482.2380,1.8310,QW
226,342035.2810,477463.5370,1.9580,QW
227,342037.2690,477463.9490,1.9100,QW
228,342034.0540,477462.1810,-0.4010,GS
229,342029.6610,477471.6220,1.7540,GS
230,342065.1340,477471.5230,1.8320,QW
231,342066.0480,477470.4230,1.8680,QW
232,342069.6610,477469.9230,0.7630,GS
233,342072.8190,477470.4900,1.0030,GS
234,342068.8440,477468.8260,0.5640,GS
235,342065.4040,477467.8500,0.3430,GS
236,342062.0840,477466.9680,0.1360,GS
237,342058.7470,477465.6580,-0.1330,GS
238,342055.7310,477464.9110,-0.4060,GS
239,342053.6170,477463.4850,-0.4080,GS
240,342051.7270,477462.3660,-0.6290,GS
241,342056.8160,477454.8290,-0.6890,GS
242,342059.8880,477455.4460,-0.5880,GS
243,342062.5950,477455.9800,-0.4560,GS
244,342065.0540,477456.8460,-0.1290,GS
245,342067.4350,477457.1210,0.1150,GS
246,342070.0050,477457.6380,0.3310,GS
247,342073.6490,477458.3200,0.6600,GS
248,342075.7360,477457.1990,0.7750,GS
249,342077.6760,477441.0960,0.6150,GS
250,342076.2350,477439.3570,0.4160,GS
251,342074.3520,477438.0160,0.3530,GS
252,342071.8730,477436.1670,0.2030,GS
253,342069.6090,477434.2650,0.1460,GS
254,342067.7030,477433.2970,0.2990,GS
276,342100.9940,477474.6130,1.2120,QW
277,342101.0490,477475.5180,1.2160,QW
278,342167.0380,477476.6800,1.2340,QW
279,342167.0310,477476.1710,1.2450,QW
280,342166.4450,477475.6660,1.1390,QW
282,342273.9400,477413.7440,1.9460,QW
283,342273.2810,477412.3760,1.9700,QW
284,342287.9950,477403.9780,1.9510,QW
285,342288.8060,477405.1480,1.9970,QW
286,342301.3010,477393.7790,1.9590,QW
287,342302.4720,477394.6500,1.9250,QW
288,342301.4390,477392.9890,1.4490,GS
289,342300.6040,477391.0910,0.9570,GS
290,342299.4460,477389.1900,0.5310,GS
291,342297.7030,477387.0910,0.3190,GS
292,342295.7140,477385.0310,0.1300,GS
293,342293.9640,477383.0870,-0.0150,GS
294,342292.0320,477380.9270,-0.2360,GS
295,342290.3310,477378.7530,-0.3210,GS
296,342288.6010,477376.8740,-0.4020,GS
297,342287.1350,477374.6100,-0.5600,GS
298,342285.8440,477372.6680,-0.7330,GS
299,342284.9480,477370.2420,-0.9410,GS
300,342284.7750,477368.1480,-0.9760,GS
301,342284.6000,477366.3330,-0.9800,GS
302,342284.7620,477363.3370,-0.9210,GS
303,342285.4810,477360.3100,-0.8670,GS
304,342285.7720,477357.1660,-0.6230,GS
305,342285.3420,477353.3850,-0.4320,GS
306,342285.4170,477350.8530,-0.4740,GS
307,342284.6160,477348.4410,-0.5000,GS
308,342285.2110,477343.6060,-0.7170,GS
309,342285.1200,477341.1170,-0.7690,GS
310,342285.0720,477338.5060,-0.6360,GS
311,342284.5060,477335.4820,-0.6830,GS
312,342284.5490,477332.5560,-0.6680,GS
313,342284.8530,477328.3610,-0.8030,GS
314,342284.5880,477324.9630,-0.7480,GS
315,342286.7010,477319.1550,-0.7530,GS
316,342287.6190,477317.3500,-0.7030,GS
317,342288.2860,477315.1630,-0.7210,GS
318,342322.6260,477303.2800,-0.8680,GS
319,342323.2920,477305.7130,-0.8220,GS
320,342324.1710,477307.5340,-0.7890,GS
321,342324.8560,477309.2530,-0.7150,GS
322,342326.4630,477311.2200,-0.7800,GS
323,342327.5430,477313.3260,-0.8330,GS
324,342328.7190,477315.4980,-0.8650,GS
325,342329.8440,477317.9200,-0.9690,GS
326,342331.7470,477320.9290,-0.9760,GS
327,342334.1840,477324.2700,-0.8810,GS
328,342335.3930,477326.6560,-0.8520,GS
329,342336.6050,477328.8580,-0.8470,GS
330,342337.9470,477331.8610,-0.8640,GS
331,342339.2260,477335.0730,-0.7720,GS
332,342341.3150,477338.8130,-0.8830,GS
333,342342.6800,477341.9810,-0.9470,GS
334,342343.8530,477345.8630,-0.8750,GS
335,342345.4670,477349.6190,-0.8070,GS
336,342347.5990,477352.9690,-0.3120,GS
337,342351.5500,477358.1420,0.8580,GS
338,342374.8480,477358.8910,0.5610,GS
339,342375.6580,477356.9880,0.1170,GS
340,342377.0650,477354.3380,-0.2490,GS
341,342378.1660,477351.4310,-0.4130,GS
342,342379.4280,477348.3310,-0.6450,GS
343,342380.6370,477345.4100,-0.8300,GS
344,342381.9050,477342.5750,-0.9670,GS
345,342383.2350,477340.2850,-0.7000,GS
346,342384.0580,477338.1480,-0.4770,GS
347,342385.1680,477335.6540,-0.2750,GS
348,342388.2030,477330.0200,-0.3980,GS
349,342389.8630,477327.1910,-0.5470,GS
350,342391.1970,477324.3130,-0.5800,GS
351,342392.9860,477321.6320,-0.5080,GS
352,342394.5370,477318.8140,-0.5780,GS
353,342397.8470,477314.1420,-0.6280,GS
354,342399.6730,477312.1500,-0.6800,GS
355,342401.6630,477309.8880,-0.5940,GS
356,342404.4120,477307.7550,-0.6110,GS
357,342406.4880,477306.0280,-0.6730,GS
358,342409.1460,477304.2130,-0.7420,GS
359,342436.2610,477315.9070,-0.7910,GS
360,342434.9930,477318.1490,-0.8350,GS
361,342434.4460,477320.8750,-0.8380,GS
362,342434.0530,477323.0300,-0.7350,GS
363,342433.3640,477325.5150,-0.8340,GS
364,342432.5780,477327.9310,-0.8370,GS
365,342431.5570,477331.8870,-1.0260,GS
366,342430.7360,477336.6880,-0.8370,GS
367,342429.3990,477340.1200,-0.7200,GS
368,342428.7550,477342.9740,-0.7780,GS
369,342427.3890,477346.1390,-0.4140,GS
370,342424.9630,477349.6470,-0.7000,GS
371,342422.8330,477352.0050,-0.8310,GS
372,342420.7290,477354.6380,-0.9660,GS
373,342415.4740,477362.2130,-0.4260,GS
374,342412.9350,477366.3050,0.1040,GS
375,342411.6270,477368.2060,0.5100,GS
376,342409.7560,477370.1920,1.1090,GS
377,342428.5720,477385.5240,-0.3250,GS
378,342430.5340,477384.6090,-0.5130,GS
379,342432.5230,477384.0110,-0.5600,GS
380,342432.5660,477383.9820,-0.5680,GS
381,342433.5480,477383.2880,-0.8760,GS
382,342424.3580,477390.6030,1.7200,GS
383,342424.0110,477392.6310,1.3630,GS
384,342424.0150,477393.6120,1.3560,GS
